id_caso	codigo_dane_municipio	municipio	departamento	agno	mes	dia	id_persona	sexo	etnia	ocupacion	calidad_victima	tipo_poblacion	militante_politico	grupo_armado	descripcion_grupo_armado	situacion_victima	edad
363710	76109	BUENAVENTURA	VALLE DEL CAUCA	1999	12	01	405144	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	18 a 28
363711	27025	ALTO BAUDO	CHOCO	1999	12	03	405145	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363712	41020	ALGECIRAS	HUILA	1999	12	03	405146	Mujer		Sin Informacion	Civil					Muerta	
363713	05284	FRONTINO	ANTIOQUIA	1999	12	03	405147	Hombre	Indigena	Sin Informacion	Civil					Muerta	
363714	05670	SAN ROQUE	ANTIOQUIA	1999	12	04	405148	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363715	05055	ARGELIA	ANTIOQUIA	1999	12	05	405149	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363716	47189	CIENAGA	MAGDALENA	1999	12	06	405150	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363717	18479	MORELIA	CAQUETA	1999	12	06	405151	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363718	05147	CAREPA	ANTIOQUIA	1999	12	06	405152	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363719	13212	CORDOBA	BOLIVAR	1999	12	06	405153	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363720	18479	MORELIA	CAQUETA	1999	12	06	405154	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363721	50573	PUERTO LOPEZ	META	1999	12	08	405155	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363722	17541	PENSILVANIA	CALDAS	1999	12	09	405156	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363723	18205	CURILLO	CAQUETA	1999	12	09	405157	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363724	23466	MONTELIBANO	CORDOBA	1999	12	09	405158	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363725	86865	VALLE DEL GUAMUEZ	PUTUMAYO	1999	12	10	405159	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363726	25797	TENA	CUNDINAMARCA	1999	12	12	405160	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363727	25797	TENA	CUNDINAMARCA	1999	12	13	405161	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363728	05837	TURBO	ANTIOQUIA	1999	12	13	405162	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	7 a 12
363729	05642	SALGAR	ANTIOQUIA	1999	12	14	405163	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363730	86865	VALLE DEL GUAMUEZ	PUTUMAYO	1999	12	15	405164	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363731	47570	PUEBLOVIEJO	MAGDALENA	1999	12	15	405165	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363733	18610	SAN JOSE DEL FRAGUA	CAQUETA	1999	12	15	405167	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363734	20621	LA PAZ	CESAR	1999	12	16	405168	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363735	18247	EL DONCELLO	CAQUETA	1999	12	17	405169	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363736	44035	ALBANIA	LA GUAJIRA	1999	12	17	405170	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363737	13442	MARIA LA BAJA	BOLIVAR	1999	12	18	405171	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	29 a 39
363738	05400	LA UNION	ANTIOQUIA	1999	12	19	405172	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363739	47170	CHIVOLO	MAGDALENA	1999	12	19	405173	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363740	13894	ZAMBRANO	BOLIVAR	1999	12	19	405174	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363741	05313	GRANADA	ANTIOQUIA	1999	12	20	405175	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363742	76834	TULUA	VALLE DEL CAUCA	1999	12	21	405176	Mujer		Sin Informacion	Civil	Familiar de Persona Vulnerable				Muerta	13 a 17
363743	05001	MEDELLIN	ANTIOQUIA	1999	12	22	405177	Mujer		Sin Informacion	Civil					Desconocida	
363748	76736	SEVILLA	VALLE DEL CAUCA	1999	12	24	405182	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363749	86865	VALLE DEL GUAMUEZ	PUTUMAYO	1999	12	24	405183	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363750	47001	SANTA MARTA	MAGDALENA	1999	12	27	405184	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363751	47570	PUEBLOVIEJO	MAGDALENA	1999	12	28	405185	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363752	05579	PUERTO BERRIO	ANTIOQUIA	1999	12	29	405186	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363758	68780	SURATA	SANTANDER	2000	00	00	405193	Mujer		Guerrillero	Combatiente			Guerrilla	No Identificada	Muerta	
363758	68780	SURATA	SANTANDER	2000	00	00	405191	Mujer		Guerrillero	Combatiente			Guerrilla	No Identificada	Muerta	
363758	68780	SURATA	SANTANDER	2000	00	00	405195	Mujer		Guerrillero	Combatiente			Guerrilla	No Identificada	Muerta	
363758	68780	SURATA	SANTANDER	2000	00	00	405189	Mujer		Guerrillero	Combatiente			Guerrilla	No Identificada	Muerta	
363758	68780	SURATA	SANTANDER	2000	00	00	405194	Mujer		Guerrillero	Combatiente			Guerrilla	No Identificada	Muerta	
363758	68780	SURATA	SANTANDER	2000	00	00	405187	Mujer		Guerrillero	Combatiente			Guerrilla	No Identificada	Muerta	
363758	68780	SURATA	SANTANDER	2000	00	00	405188	Mujer		Guerrillero	Combatiente			Guerrilla	No Identificada	Muerta	
363758	68780	SURATA	SANTANDER	2000	00	00	405192	Mujer		Guerrillero	Combatiente			Guerrilla	No Identificada	Muerta	
363758	68780	SURATA	SANTANDER	2000	00	00	405190	Mujer		Guerrillero	Combatiente			Guerrilla	No Identificada	Muerta	
363762	73616	RIOBLANCO	TOLIMA	2000	00	00	405196	Mujer		Sin Informacion	Civil					Viva	
363763	23807	TIERRALTA	CORDOBA	2000	00	00	405197	Mujer		Ama de Casa	Civil					Viva	
363764	47980	ZONA BANANERA	MAGDALENA	2000	00	00	405198	Mujer		Campesino	Civil					Viva	13 a 17
363765	18753	SAN VICENTE DEL CAGUAN	CAQUETA	2000	00	00	405199	Mujer		Estudiante	Civil					Viva	7 a 12
363766	86320	ORITO	PUTUMAYO	2000	00	00	489118	Mujer		Sin Informacion	Civil					Viva	7 a 12
363767	99773	CUMARIBO	VICHADA	2000	00	00	405201	Hombre		Sin Informacion	Civil					Desconocida	13 a 17
363768	86568	PUERTO ASIS	PUTUMAYO	2000	01	01	405202	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363769	05001	MEDELLIN	ANTIOQUIA	2000	01	01	405203	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363770	68655	SABANA DE TORRES	SANTANDER	2000	01	01	405204	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363771	05147	CAREPA	ANTIOQUIA	2000	01	01	405205	Mujer		Sin Informacion	Civil					Desconocida	0 a 6
363772	47258	EL PIÑON	MAGDALENA	2000	01	01	405206	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363773	05652	SAN FRANCISCO	ANTIOQUIA	2000	01	01	405207	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363774	85001	YOPAL	CASANARE	2000	01	01	405208	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363775	13244	EL CARMEN DE BOLIVAR	BOLIVAR	2000	01	01	405209	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363776	05895	ZARAGOZA	ANTIOQUIA	2000	01	01	405210	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363777	47001	SANTA MARTA	MAGDALENA	2000	01	01	405211	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363779	68081	BARRANCABERMEJA	SANTANDER	2000	01	01	405213	Hombre		Sin Informacion	Civil					Desconocida	
363780	27245	EL CARMEN DE ATRATO	CHOCO	2000	01	01	405214	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363781	54810	TIBU	NORTE DE SANTANDER	2000	01	01	405215	Mujer		Sin Informacion	Civil					Viva	13 a 17
363782	85410	TAURAMENA	CASANARE	2000	01	01	405216	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363783	05045	APARTADO	ANTIOQUIA	2000	01	01	405217	Mujer		Sin Informacion	Civil					Desconocida	
363784	50001	VILLAVICENCIO	META	2000	01	01	405218	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363785	19110	BUENOS AIRES	CAUCA	2000	01	01	405219	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363786	76834	TULUA	VALLE DEL CAUCA	2000	01	01	405220	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363787	47058	ARIGUANI	MAGDALENA	2000	01	01	405221	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363788	54800	TEORAMA	NORTE DE SANTANDER	2000	01	01	405222	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363789	76520	PALMIRA	VALLE DEL CAUCA	2000	01	01	405223	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363790	05642	SALGAR	ANTIOQUIA	2000	01	01	405224	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363791	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2000	01	01	405225	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363792	05756	SONSON	ANTIOQUIA	2000	01	01	405226	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363793	68081	BARRANCABERMEJA	SANTANDER	2000	01	01	405227	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363794	66001	PEREIRA	RISARALDA	2000	01	01	405228	Mujer		Sin Informacion	Civil					Desconocida	
363795	13052	ARJONA	BOLIVAR	2000	01	01	405229	Mujer		Sin Informacion	Civil					Desconocida	
363796	05361	ITUANGO	ANTIOQUIA	2000	01	01	405230	Mujer		Sin Informacion	Civil					Desconocida	
363797	05001	MEDELLIN	ANTIOQUIA	2000	01	01	405231	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363798	47258	EL PIÑON	MAGDALENA	2000	01	01	405232	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363799	76250	EL DOVIO	VALLE DEL CAUCA	2000	01	01	405233	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363800	05480	MUTATA	ANTIOQUIA	2000	01	01	405234	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363801	52838	TUQUERRES	NARIÑO	2000	01	01	405235	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363802	05172	CHIGORODO	ANTIOQUIA	2000	01	01	405236	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363803	66400	LA VIRGINIA	RISARALDA	2000	01	01	405237	Mujer		Sin Informacion	Civil					Desconocida	
363804	66572	PUEBLO RICO	RISARALDA	2000	01	01	405238	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	18 a 28
363805	23555	PLANETA RICA	CORDOBA	2000	01	01	405239	Hombre		Sin Informacion	Civil					Desconocida	29 a 39
363806	05284	FRONTINO	ANTIOQUIA	2000	01	01	405240	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363807	70713	SAN ONOFRE	SUCRE	2000	01	01	405241	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363808	20178	CHIRIGUANA	CESAR	2000	01	01	405242	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363809	41006	ACEVEDO	HUILA	2000	01	01	405243	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363810	05142	CARACOLI	ANTIOQUIA	2000	01	01	405244	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363811	85010	AGUAZUL	CASANARE	2000	01	01	405245	Hombre		Sin Informacion	Civil					Desconocida	
363812	19110	BUENOS AIRES	CAUCA	2000	01	01	405246	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	7 a 12
363813	20178	CHIRIGUANA	CESAR	2000	01	01	405247	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363815	27006	ACANDI	CHOCO	2000	01	01	405249	Hombre		Sin Informacion	Civil					Desconocida	18 a 28
363816	05313	GRANADA	ANTIOQUIA	2000	01	01	405250	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363817	13430	MAGANGUE	BOLIVAR	2000	01	01	405251	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363819	54001	CUCUTA	NORTE DE SANTANDER	2000	01	01	405253	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363820	05667	SAN RAFAEL	ANTIOQUIA	2000	01	01	405254	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363821	18860	VALPARAISO	CAQUETA	2000	01	01	405255	Mujer		Sin Informacion	Civil					Desconocida	
363822	47980	ZONA BANANERA	MAGDALENA	2000	01	01	405256	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363823	70713	SAN ONOFRE	SUCRE	2000	01	01	405257	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363824	19110	BUENOS AIRES	CAUCA	2000	01	01	405258	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	13 a 17
363825	47551	PIVIJAY	MAGDALENA	2000	01	01	405259	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363826	18094	BELEN DE LOS ANDAQUIES	CAQUETA	2000	01	01	405260	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363827	27361	ISTMINA	CHOCO	2000	01	01	405261	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363828	52835	SAN ANDRES DE TUMACO	NARIÑO	2000	01	01	405262	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363830	19110	BUENOS AIRES	CAUCA	2000	01	01	405264	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	13 a 17
363831	27245	EL CARMEN DE ATRATO	CHOCO	2000	01	01	405265	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363832	05001	MEDELLIN	ANTIOQUIA	2000	01	01	405266	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363833	68705	SANTA BARBARA	SANTANDER	2000	01	01	405267	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363834	27245	EL CARMEN DE ATRATO	CHOCO	2000	01	01	405268	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363835	19455	MIRANDA	CAUCA	2000	01	01	405269	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363836	54810	TIBU	NORTE DE SANTANDER	2000	01	01	405270	Hombre		Sin Informacion	Civil					Desconocida	29 a 39
363837	05873	VIGIA DEL FUERTE	ANTIOQUIA	2000	01	01	405271	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	0 a 6
363838	00000	SIN INFORMACION	SIN INFORMACION	2000	01	01	405272	Hombre		Sin Informacion	Civil					Desconocida	29 a 39
363839	19110	BUENOS AIRES	CAUCA	2000	01	01	405273	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	18 a 28
363840	27430	MEDIO BAUDO	CHOCO	2000	01	01	405274	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363841	19110	BUENOS AIRES	CAUCA	2000	01	01	405275	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	18 a 28
363842	44430	MAICAO	LA GUAJIRA	2000	01	02	405276	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363844	00000	SIN INFORMACION	SIN INFORMACION	2000	01	02	405278	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	13 a 17
363845	27001	QUIBDO	CHOCO	2000	01	03	405279	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363846	47170	CHIVOLO	MAGDALENA	2000	01	04	405280	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363847	66572	PUEBLO RICO	RISARALDA	2000	01	04	405281	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	40 a 59
363848	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2000	01	04	405282	Hombre		Sin Informacion	Civil					Desconocida	40 a 59
363850	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2000	01	05	405284	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363851	18001	FLORENCIA	CAQUETA	2000	01	05	405285	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363852	13433	MAHATES	BOLIVAR	2000	01	05	405286	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363853	19585	PURACE	CAUCA	2000	01	05	405287	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363854	47551	PIVIJAY	MAGDALENA	2000	01	06	405288	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363855	05425	MACEO	ANTIOQUIA	2000	01	06	405289	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363856	47460	NUEVA GRANADA	MAGDALENA	2000	01	06	405290	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363857	13894	ZAMBRANO	BOLIVAR	2000	01	06	405291	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363858	86568	PUERTO ASIS	PUTUMAYO	2000	01	07	405292	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363859	05055	ARGELIA	ANTIOQUIA	2000	01	07	405293	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363860	70235	GALERAS	SUCRE	2000	01	07	405294	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363861	76520	PALMIRA	VALLE DEL CAUCA	2000	01	08	405295	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363862	76520	PALMIRA	VALLE DEL CAUCA	2000	01	08	405296	Hombre		Sin Informacion	Civil					Desconocida	
363863	76520	PALMIRA	VALLE DEL CAUCA	2000	01	08	405297	Hombre		Sin Informacion	Civil					Desconocida	
363864	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2000	01	08	405298	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363866	13244	EL CARMEN DE BOLIVAR	BOLIVAR	2000	01	09	405300	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363867	13442	MARIA LA BAJA	BOLIVAR	2000	01	10	405301	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363868	13894	ZAMBRANO	BOLIVAR	2000	01	10	405302	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363869	47288	FUNDACION	MAGDALENA	2000	01	10	405303	Hombre		Sin Informacion	Civil					Desconocida	29 a 39
363870	47053	ARACATACA	MAGDALENA	2000	01	10	405304	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363871	05055	ARGELIA	ANTIOQUIA	2000	01	11	405305	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363872	05649	SAN CARLOS	ANTIOQUIA	2000	01	13	405306	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363873	27006	ACANDI	CHOCO	2000	01	14	405307	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363874	47030	ALGARROBO	MAGDALENA	2000	01	14	405308	Hombre		Sin Informacion	Civil					Desconocida	13 a 17
363875	05055	ARGELIA	ANTIOQUIA	2000	01	15	405309	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363876	54800	TEORAMA	NORTE DE SANTANDER	2000	01	15	405310	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363877	13244	EL CARMEN DE BOLIVAR	BOLIVAR	2000	01	15	405311	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363878	20001	VALLEDUPAR	CESAR	2000	01	15	405312	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363879	47053	ARACATACA	MAGDALENA	2000	01	15	405313	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363880	47189	CIENAGA	MAGDALENA	2000	01	15	405314	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363881	13244	EL CARMEN DE BOLIVAR	BOLIVAR	2000	01	16	405315	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363882	13244	EL CARMEN DE BOLIVAR	BOLIVAR	2000	01	16	405316	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363883	18150	CARTAGENA DEL CHAIRA	CAQUETA	2000	01	16	405317	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363884	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2000	01	16	405318	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363885	15720	SATIVANORTE	BOYACA	2000	01	17	405319	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363887	05001	MEDELLIN	ANTIOQUIA	2000	01	18	405321	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363888	13244	EL CARMEN DE BOLIVAR	BOLIVAR	2000	01	18	405322	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363889	47551	PIVIJAY	MAGDALENA	2000	01	18	405323	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363890	13244	EL CARMEN DE BOLIVAR	BOLIVAR	2000	01	18	405324	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363891	47551	PIVIJAY	MAGDALENA	2000	01	18	405325	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363892	47001	SANTA MARTA	MAGDALENA	2000	01	19	405326	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363893	68190	CIMITARRA	SANTANDER	2000	01	20	405327	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363894	52835	SAN ANDRES DE TUMACO	NARIÑO	2000	01	20	405328	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363895	18756	SOLANO	CAQUETA	2000	01	20	405329	Mujer		Sin Informacion	Civil					Desconocida	0 a 6
363896	18029	ALBANIA	CAQUETA	2000	01	20	405330	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363897	05837	TURBO	ANTIOQUIA	2000	01	20	405331	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363898	47555	PLATO	MAGDALENA	2000	01	20	405332	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363899	47551	PIVIJAY	MAGDALENA	2000	01	20	405333	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363900	13244	EL CARMEN DE BOLIVAR	BOLIVAR	2000	01	20	405334	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363901	47551	PIVIJAY	MAGDALENA	2000	01	20	405335	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363902	05237	DONMATIAS	ANTIOQUIA	2000	01	21	405336	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363903	68162	CERRITO	SANTANDER	2000	01	21	405337	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363904	73236	DOLORES	TOLIMA	2000	01	21	405338	Hombre		Sin Informacion	Civil					Desconocida	29 a 39
363905	54810	TIBU	NORTE DE SANTANDER	2000	01	22	405339	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363906	86320	ORITO	PUTUMAYO	2000	01	22	405340	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363907	76233	DAGUA	VALLE DEL CAUCA	2000	01	23	405341	Mujer		Sin Informacion	Civil					Desconocida	
363908	20250	EL PASO	CESAR	2000	01	23	405342	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363909	47001	SANTA MARTA	MAGDALENA	2000	01	23	405343	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363910	52685	SAN BERNARDO	NARIÑO	2000	01	24	405344	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363911	54498	OCAÑA	NORTE DE SANTANDER	2000	01	25	405345	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363912	13244	EL CARMEN DE BOLIVAR	BOLIVAR	2000	01	25	405346	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363913	23807	TIERRALTA	CORDOBA	2000	01	25	405347	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363914	66572	PUEBLO RICO	RISARALDA	2000	01	26	405348	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363915	54344	HACARI	NORTE DE SANTANDER	2000	01	26	405349	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363916	47030	ALGARROBO	MAGDALENA	2000	01	26	405350	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363917	20032	ASTREA	CESAR	2000	01	28	405351	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363918	20032	ASTREA	CESAR	2000	01	28	405352	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363919	47189	CIENAGA	MAGDALENA	2000	01	29	405353	Hombre		Sin Informacion	Civil					Muerta	18 a 28
363920	81065	ARAUQUITA	ARAUCA	2000	01	23	405354	Mujer		Sin Informacion	Civil					Desconocida	
363920	81065	ARAUQUITA	ARAUCA	2000	01	23	405355	Mujer		Sin Informacion	Civil					Desconocida	
363922	05045	APARTADO	ANTIOQUIA	2000	01	30	405356	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	18 a 28
363923	76111	GUADALAJARA DE BUGA	VALLE DEL CAUCA	2000	02	00	405357	Mujer		Sin Informacion	Civil					Viva	13 a 17
363924	05847	URRAO	ANTIOQUIA	2000	02	01	405358	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363925	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2000	02	01	405359	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363926	85162	MONTERREY	CASANARE	2000	02	01	405360	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363927	54810	TIBU	NORTE DE SANTANDER	2000	02	01	405361	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363928	18094	BELEN DE LOS ANDAQUIES	CAQUETA	2000	02	01	405362	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363929	81736	SARAVENA	ARAUCA	2000	02	01	405363	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363930	25290	FUSAGASUGA	CUNDINAMARCA	2000	02	01	405364	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363931	19110	BUENOS AIRES	CAUCA	2000	02	01	405365	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363932	20001	VALLEDUPAR	CESAR	2000	02	01	405366	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
363933	05674	SAN VICENTE FERRER	ANTIOQUIA	2000	02	01	405367	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363934	05490	NECOCLI	ANTIOQUIA	2000	02	01	405368	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363935	47001	SANTA MARTA	MAGDALENA	2000	02	01	405369	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
363936	18150	CARTAGENA DEL CHAIRA	CAQUETA	2000	02	01	405370	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
363937	76520	PALMIRA	VALLE DEL CAUCA	2000	02	03	405371	Hombre		Sin Informacion	Civil					Desconocida	
363938	76520	PALMIRA	VALLE DEL CAUCA	2000	02	03	405372	Hombre		Sin Informacion	Civil					Desconocida	
363939	76520	PALMIRA	VALLE DEL CAUCA	2000	02	03	405373	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363940	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2000	02	03	405374	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
363941	05045	APARTADO	ANTIOQUIA	2000	02	04	405375	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363942	54520	PAMPLONITA	NORTE DE SANTANDER	2000	02	04	405376	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
363943	54520	PAMPLONITA	NORTE DE SANTANDER	2000	02	04	405377	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
